Date,Open,High,Low,Close,Adj Close,Volume
1993-03-15 00:00:00-05:00,45.0625,45.3125,45.0625,45.3125,26.126832962036133,310800
1993-03-16 00:00:00-05:00,45.3125,45.4375,45.3125,45.3125,26.126832962036133,30800
1993-03-17 00:00:00-05:00,45.25,45.25,44.96875,45.03125,25.96467399597168,21800
1993-03-18 00:00:00-05:00,45.21875,45.5,45.21875,45.3125,26.126832962036133,59300
1993-03-19 00:00:00-05:00,45.28125,45.28125,45.03125,45.03125,26.087299346923828,66900
1993-03-22 00:00:00-05:00,44.59375,44.875,44.5625,44.78125,25.942487716674805,183400
1993-03-23 00:00:00-05:00,44.90625,44.9375,44.8125,44.875,25.996788024902344,55200
1993-03-24 00:00:00-05:00,44.8125,45.0625,44.59375,44.875,25.996788024902344,37200
1993-03-25 00:00:00-05:00,44.90625,45.25,44.84375,45.15625,26.15972137451172,110100
1993-03-26 00:00:00-05:00,45.125,45.15625,44.875,44.90625,26.014890670776367,101500
1993-03-29 00:00:00-05:00,44.9375,45.3125,44.9375,45.09375,26.123502731323242,87100
1993-03-30 00:00:00-05:00,45.15625,45.21875,45.09375,45.21875,26.195924758911133,56000
1993-03-31 00:00:00-05:00,45.34375,45.46875,45.1875,45.1875,26.177812576293945,111600
1993-04-01 00:00:00-05:00,45.25,45.25,44.9375,45.03125,26.087299346923828,129500
1993-04-02 00:00:00-05:00,44.65625,44.65625,44.09375,44.09375,25.544200897216797,59400
1993-04-05 00:00:00-04:00,44.4375,44.4375,44.1875,44.3125,25.67090606689453,172200
1993-04-06 00:00:00-04:00,44.40625,44.40625,44.0625,44.1875,25.598508834838867,129700
1993-04-07 00:00:00-04:00,44.25,44.34375,44.15625,44.34375,25.68901824951172,28000
1993-04-08 00:00:00-04:00,44.53125,44.53125,44.09375,44.28125,25.652822494506836,180800
1993-04-12 00:00:00-04:00,44.71875,44.9375,44.65625,44.90625,26.014890670776367,348500
1993-04-13 00:00:00-04:00,44.875,45.15625,44.84375,45.0,26.06920051574707,146100
1993-04-14 00:00:00-04:00,45.03125,45.0625,44.90625,44.9375,26.03297996520996,119600
1993-04-15 00:00:00-04:00,44.90625,45.03125,44.75,44.9375,26.03297996520996,148600
1993-04-16 00:00:00-04:00,44.96875,45.03125,44.875,44.9375,26.03297996520996,47900
1993-04-19 00:00:00-04:00,44.9375,45.0625,44.71875,44.75,25.924379348754883,157000
1993-04-20 00:00:00-04:00,44.6875,44.75,44.25,44.53125,25.797651290893555,279500
1993-04-21 00:00:00-04:00,44.625,44.625,44.375,44.5,25.779550552368164,67900
1993-04-22 00:00:00-04:00,44.3125,44.6875,43.9375,43.9375,25.453672409057617,97700
1993-04-23 00:00:00-04:00,43.84375,43.96875,43.6875,43.75,25.34505844116211,106000
1993-04-26 00:00:00-04:00,43.78125,43.9375,43.28125,43.40625,25.145912170410156,62600
1993-04-27 00:00:00-04:00,43.34375,43.875,43.34375,43.875,25.417478561401367,156800
1993-04-28 00:00:00-04:00,43.8125,43.90625,43.71875,43.78125,25.363161087036133,85900
1993-04-29 00:00:00-04:00,43.875,43.96875,43.625,43.96875,25.47179412841797,85000
1993-04-30 00:00:00-04:00,44.125,44.28125,44.03125,44.03125,25.508007049560547,88500
1993-05-03 00:00:00-04:00,44.09375,44.3125,43.90625,44.3125,25.67090606689453,80500
1993-05-04 00:00:00-04:00,44.40625,44.625,44.34375,44.46875,25.761432647705078,149100
1993-05-05 00:00:00-04:00,44.46875,44.75,44.46875,44.59375,25.8338565826416,109000
1993-05-06 00:00:00-04:00,44.53125,44.5625,44.40625,44.4375,25.74333381652832,54700
1993-05-07 00:00:00-04:00,44.46875,44.46875,44.28125,44.34375,25.68901824951172,68000
1993-05-10 00:00:00-04:00,44.40625,44.6875,44.40625,44.4375,25.74333381652832,113900
1993-05-11 00:00:00-04:00,44.4375,44.625,44.3125,44.625,25.851959228515625,42600
1993-05-12 00:00:00-04:00,44.4375,44.59375,44.4375,44.5625,25.815752029418945,31000
1993-05-13 00:00:00-04:00,44.375,44.375,44.0,44.03125,25.508007049560547,129100
1993-05-14 00:00:00-04:00,44.03125,44.15625,43.96875,44.0,25.489883422851562,63500
1993-05-17 00:00:00-04:00,44.125,44.15625,43.9375,44.15625,25.580406188964844,34000
1993-05-18 00:00:00-04:00,44.1875,44.21875,43.96875,44.125,25.562299728393555,105200
1993-05-19 00:00:00-04:00,44.125,45.03125,43.84375,45.03125,26.087299346923828,50200
1993-05-20 00:00:00-04:00,45.03125,45.15625,44.9375,45.15625,26.15972137451172,98200
1993-05-21 00:00:00-04:00,45.1875,45.25,44.71875,44.75,25.924379348754883,221400
1993-05-24 00:00:00-04:00,44.84375,45.09375,44.84375,44.9375,26.03297996520996,30500
1993-05-25 00:00:00-04:00,45.125,45.125,45.03125,45.03125,26.087299346923828,191800
1993-05-26 00:00:00-04:00,45.15625,45.625,45.125,45.59375,26.413158416748047,102400
1993-05-27 00:00:00-04:00,45.65625,45.65625,45.375,45.4375,26.32265281677246,53800
1993-05-28 00:00:00-04:00,45.40625,45.40625,45.0,45.21875,26.195924758911133,79100
1993-06-01 00:00:00-04:00,45.375,45.8125,45.3125,45.65625,26.449377059936523,28300
1993-06-02 00:00:00-04:00,45.53125,45.75,45.34375,45.59375,26.413158416748047,20300
1993-06-03 00:00:00-04:00,45.5,45.5,45.34375,45.4375,26.32265281677246,21600
1993-06-04 00:00:00-04:00,45.3125,45.3125,45.09375,45.28125,26.232131958007812,32000
1993-06-07 00:00:00-04:00,45.375,45.375,45.125,45.125,26.1416072845459,121400
1993-06-08 00:00:00-04:00,45.0,45.0,44.71875,44.71875,25.906272888183594,104500
1993-06-09 00:00:00-04:00,44.875,45.0625,44.8125,44.875,25.996788024902344,43300
1993-06-10 00:00:00-04:00,44.84375,44.9375,44.75,44.90625,26.014890670776367,17900
1993-06-11 00:00:00-04:00,45.0625,45.15625,44.90625,45.09375,26.123502731323242,647400
1993-06-14 00:00:00-04:00,45.15625,45.1875,45.03125,45.03125,26.087299346923828,64200
1993-06-15 00:00:00-04:00,45.09375,45.125,44.9375,44.9375,26.03297996520996,142400
1993-06-16 00:00:00-04:00,44.9375,45.03125,44.8125,45.03125,26.087299346923828,330900
1993-06-17 00:00:00-04:00,45.125,45.1875,45.03125,45.1875,26.177812576293945,37400
1993-06-18 00:00:00-04:00,44.84375,44.84375,44.5,44.5,25.962251663208008,58500
1993-06-21 00:00:00-04:00,44.625,44.625,44.53125,44.59375,26.016942977905273,29300
1993-06-22 00:00:00-04:00,44.65625,44.65625,44.5625,44.625,26.035173416137695,137500
1993-06-23 00:00:00-04:00,44.625,44.625,44.21875,44.21875,25.798154830932617,227600
1993-06-24 00:00:00-04:00,44.34375,44.8125,44.34375,44.8125,26.14455795288086,243700
1993-06-25 00:00:00-04:00,44.78125,44.90625,44.75,44.78125,26.1263427734375,44800
1993-06-28 00:00:00-04:00,45.0,45.28125,44.9375,45.28125,26.418046951293945,439900
1993-06-29 00:00:00-04:00,45.21875,45.21875,45.0,45.0625,26.29042625427246,207500
1993-06-30 00:00:00-04:00,45.125,45.21875,45.0,45.0625,26.29042625427246,437600
1993-07-01 00:00:00-04:00,45.125,45.125,44.875,44.9375,26.21748924255371,605700
1993-07-02 00:00:00-04:00,44.78125,44.8125,44.53125,44.6875,26.071619033813477,285400
1993-07-06 00:00:00-04:00,44.625,44.75,44.15625,44.21875,25.798154830932617,246400
1993-07-07 00:00:00-04:00,44.1875,44.40625,44.1875,44.34375,25.871082305908203,343700
1993-07-08 00:00:00-04:00,44.375,44.9375,44.3125,44.84375,26.16280174255371,248200
1993-07-09 00:00:00-04:00,44.84375,44.96875,44.75,44.96875,26.235729217529297,378200
1993-07-12 00:00:00-04:00,44.90625,44.96875,44.84375,44.9375,26.21748924255371,373700
1993-07-13 00:00:00-04:00,44.96875,45.09375,44.65625,44.90625,26.19925880432129,389600
1993-07-14 00:00:00-04:00,44.9375,45.1875,44.90625,45.0625,26.29042625427246,617300
1993-07-15 00:00:00-04:00,45.03125,45.03125,44.78125,44.875,26.181034088134766,443800
1993-07-16 00:00:00-04:00,44.90625,44.9375,44.6875,44.75,26.108110427856445,216400
1993-07-19 00:00:00-04:00,44.75,44.75,44.59375,44.71875,26.08987808227539,188200
1993-07-20 00:00:00-04:00,44.6875,44.84375,44.46875,44.84375,26.16280174255371,68500
1993-07-21 00:00:00-04:00,44.78125,44.8125,44.65625,44.8125,26.14455795288086,142700
1993-07-22 00:00:00-04:00,44.75,44.8125,44.5,44.5,25.962251663208008,632400
1993-07-23 00:00:00-04:00,44.59375,44.71875,44.5625,44.71875,26.08987808227539,286200
1993-07-26 00:00:00-04:00,44.84375,45.0625,44.84375,44.96875,26.235729217529297,121300
1993-07-27 00:00:00-04:00,45.0,45.03125,44.78125,44.9375,26.21748924255371,92800
1993-07-28 00:00:00-04:00,44.84375,44.9375,44.78125,44.84375,26.16280174255371,30800
1993-07-29 00:00:00-04:00,44.9375,45.21875,44.875,45.09375,26.30864906311035,331000
1993-07-30 00:00:00-04:00,45.09375,45.09375,44.78125,44.84375,26.16280174255371,75300
1993-08-02 00:00:00-04:00,44.90625,45.125,44.90625,44.96875,26.235729217529297,41300
1993-08-03 00:00:00-04:00,45.0625,45.1875,44.84375,45.0,26.25395393371582,81600
1993-08-04 00:00:00-04:00,45.0,45.09375,44.875,45.0,26.25395393371582,434000
1993-08-05 00:00:00-04:00,45.0,45.0,44.84375,44.90625,26.19925880432129,36800
1993-08-06 00:00:00-04:00,45.03125,45.0625,44.90625,44.96875,26.235729217529297,402300
1993-08-09 00:00:00-04:00,45.09375,45.34375,45.0,45.21875,26.381576538085938,828200
1993-08-10 00:00:00-04:00,45.1875,45.21875,45.125,45.1875,26.363338470458984,604900
1993-08-11 00:00:00-04:00,45.15625,45.3125,45.15625,45.1875,26.363338470458984,542200
1993-08-12 00:00:00-04:00,45.3125,45.3125,44.90625,45.0625,26.29042625427246,303700
1993-08-13 00:00:00-04:00,45.09375,45.15625,45.09375,45.125,26.326873779296875,103500
1993-08-16 00:00:00-04:00,45.15625,45.5,45.15625,45.375,26.472745895385742,241800
1993-08-17 00:00:00-04:00,45.34375,45.53125,45.34375,45.53125,26.56389045715332,369300
1993-08-18 00:00:00-04:00,45.6875,45.875,45.65625,45.78125,26.709760665893555,414300
1993-08-19 00:00:00-04:00,45.8125,45.8125,45.71875,45.78125,26.709760665893555,28500
1993-08-20 00:00:00-04:00,45.6875,45.8125,45.65625,45.8125,26.727994918823242,80700
1993-08-23 00:00:00-04:00,45.625,45.75,45.625,45.71875,26.67328643798828,15600
1993-08-24 00:00:00-04:00,45.71875,46.21875,45.71875,46.21875,26.96500015258789,273400
1993-08-25 00:00:00-04:00,46.21875,46.4375,46.15625,46.25,26.98321533203125,242300
1993-08-26 00:00:00-04:00,46.28125,46.53125,46.09375,46.28125,27.001482009887695,120000
1993-08-27 00:00:00-04:00,46.15625,46.25,46.15625,46.25,26.98321533203125,25700
1993-08-30 00:00:00-04:00,46.28125,46.5,46.28125,46.4375,27.092626571655273,183500
1993-08-31 00:00:00-04:00,46.40625,46.5625,46.34375,46.5625,27.16554832458496,66500
1993-09-01 00:00:00-04:00,46.40625,46.59375,46.40625,46.5,27.129093170166016,136500
1993-09-02 00:00:00-04:00,46.53125,46.59375,46.3125,46.34375,27.037927627563477,472400
1993-09-03 00:00:00-04:00,46.3125,46.4375,46.25,46.375,27.056161880493164,630500
1993-09-07 00:00:00-04:00,46.375,46.4375,46.0,46.0625,26.873851776123047,196400
1993-09-08 00:00:00-04:00,46.0625,46.0625,45.59375,45.90625,26.782690048217773,269900
1993-09-09 00:00:00-04:00,45.71875,46.03125,45.71875,46.0,26.837369918823242,239200
1993-09-10 00:00:00-04:00,46.125,46.4375,46.0625,46.40625,27.074386596679688,106500
1993-09-13 00:00:00-04:00,46.5625,46.5625,46.4375,46.4375,27.092626571655273,66900
1993-09-14 00:00:00-04:00,46.3125,46.3125,46.09375,46.25,26.98321533203125,184500
1993-09-15 00:00:00-04:00,46.0625,46.40625,45.90625,46.375,27.056161880493164,101000
1993-09-16 00:00:00-04:00,46.3125,46.34375,46.15625,46.1875,26.94676399230957,54300
1993-09-17 00:00:00-04:00,45.875,45.90625,45.75,45.8125,26.89451789855957,200900
1993-09-20 00:00:00-04:00,45.875,45.96875,45.4375,45.4375,26.674381256103516,57800
1993-09-21 00:00:00-04:00,45.5,45.5625,44.8125,45.28125,26.58264923095703,318200
1993-09-22 00:00:00-04:00,45.4375,45.71875,45.375,45.65625,26.80280303955078,439700
1993-09-23 00:00:00-04:00,45.78125,45.9375,45.71875,45.90625,26.94955825805664,88500
1993-09-24 00:00:00-04:00,45.84375,45.875,45.71875,45.78125,26.876174926757812,53500
1993-09-27 00:00:00-04:00,46.125,46.28125,46.125,46.28125,27.16971778869629,274600
1993-09-28 00:00:00-04:00,46.3125,46.3125,46.15625,46.1875,27.114662170410156,158300
1993-09-29 00:00:00-04:00,46.1875,46.3125,45.96875,46.03125,27.022937774658203,221000
1993-09-30 00:00:00-04:00,46.03125,46.125,45.84375,45.9375,26.967912673950195,99300
1993-10-01 00:00:00-04:00,45.875,46.21875,45.8125,46.15625,27.096317291259766,22700
1993-10-04 00:00:00-04:00,46.21875,46.21875,46.09375,46.21875,27.133012771606445,1038500
1993-10-05 00:00:00-04:00,46.3125,46.3125,46.0,46.15625,27.096317291259766,436500
1993-10-06 00:00:00-04:00,46.1875,46.375,46.125,46.125,27.077974319458008,209200
1993-10-07 00:00:00-04:00,46.1875,46.1875,45.96875,46.0,27.004596710205078,59400
1993-10-08 00:00:00-04:00,46.125,46.15625,45.71875,46.0625,27.041292190551758,54400
1993-10-11 00:00:00-04:00,46.15625,46.25,46.15625,46.15625,27.096317291259766,467100
1993-10-12 00:00:00-04:00,46.21875,46.25,46.1875,46.21875,27.133012771606445,26200
1993-10-13 00:00:00-04:00,46.25,46.25,46.15625,46.21875,27.133012771606445,139100
1993-10-14 00:00:00-04:00,46.40625,46.8125,46.28125,46.8125,27.481569290161133,108100
1993-10-15 00:00:00-04:00,47.03125,47.15625,46.90625,47.0625,27.62834930419922,1502500
1993-10-18 00:00:00-04:00,47.03125,47.03125,46.875,46.9375,27.554969787597656,722400
1993-10-19 00:00:00-04:00,46.875,46.96875,46.59375,46.59375,27.353174209594727,880100
1993-10-20 00:00:00-04:00,46.75,46.75,46.5625,46.65625,27.389856338500977,230400
1993-10-21 00:00:00-04:00,46.6875,46.6875,46.53125,46.59375,27.353174209594727,56200
1993-10-22 00:00:00-04:00,46.65625,46.84375,46.375,46.375,27.22473907470703,390700
1993-10-25 00:00:00-04:00,46.40625,46.5625,46.28125,46.5,27.29812240600586,114500
1993-10-26 00:00:00-04:00,46.46875,46.5,46.3125,46.46875,27.27977180480957,186200
1993-10-27 00:00:00-04:00,46.40625,46.53125,46.40625,46.5,27.29812240600586,118400
1993-10-28 00:00:00-04:00,46.5625,46.96875,46.5625,46.84375,27.499935150146484,129600
1993-10-29 00:00:00-04:00,46.8125,46.875,46.78125,46.84375,27.499935150146484,80700
1993-11-01 00:00:00-05:00,46.78125,47.0,46.78125,46.96875,27.57328987121582,36400
1993-11-02 00:00:00-05:00,46.90625,47.0,46.65625,46.9375,27.554969787597656,262100
1993-11-03 00:00:00-05:00,46.90625,46.90625,46.125,46.34375,27.206390380859375,479100
1993-11-04 00:00:00-05:00,46.34375,46.34375,45.8125,45.84375,26.912864685058594,130400
1993-11-05 00:00:00-05:00,45.71875,46.0625,45.53125,46.0625,27.041292190551758,363200
1993-11-08 00:00:00-05:00,46.09375,46.25,45.96875,46.125,27.077974319458008,367600
1993-11-09 00:00:00-05:00,46.4375,46.46875,46.125,46.15625,27.096317291259766,246900
1993-11-10 00:00:00-05:00,46.15625,46.5,46.03125,46.5,27.29812240600586,46500
1993-11-11 00:00:00-05:00,46.5,46.625,46.34375,46.375,27.22473907470703,88900
1993-11-12 00:00:00-05:00,46.46875,46.75,46.4375,46.59375,27.353174209594727,108200
1993-11-15 00:00:00-05:00,46.6875,46.6875,46.4375,46.5625,27.334814071655273,243300
1993-11-16 00:00:00-05:00,46.65625,46.8125,46.46875,46.78125,27.463232040405273,492600
1993-11-17 00:00:00-05:00,46.8125,46.8125,46.40625,46.53125,27.31645965576172,39600
1993-11-18 00:00:00-05:00,46.46875,46.5625,46.28125,46.40625,27.243078231811523,240800
1993-11-19 00:00:00-05:00,46.25,46.375,46.21875,46.3125,27.18804359436035,106000
1993-11-22 00:00:00-05:00,46.1875,46.21875,45.875,46.03125,27.022937774658203,165300
1993-11-23 00:00:00-05:00,46.28125,46.3125,46.03125,46.28125,27.16971778869629,89700
1993-11-24 00:00:00-05:00,46.40625,46.5,46.34375,46.46875,27.27977180480957,77200
1993-11-26 00:00:00-05:00,46.59375,46.59375,46.46875,46.5,27.29812240600586,1019800
1993-11-29 00:00:00-05:00,46.625,46.71875,46.3125,46.3125,27.18804359436035,517500
1993-11-30 00:00:00-05:00,46.28125,46.5625,46.25,46.34375,27.206390380859375,230000
1993-12-01 00:00:00-05:00,46.59375,46.625,46.40625,46.40625,27.243078231811523,379200
1993-12-02 00:00:00-05:00,46.5,46.5625,46.40625,46.53125,27.31645965576172,352000
1993-12-03 00:00:00-05:00,46.5,46.71875,46.5,46.71875,27.426542282104492,306000
1993-12-06 00:00:00-05:00,46.78125,46.9375,46.78125,46.875,27.51827049255371,99500
1993-12-07 00:00:00-05:00,46.875,46.90625,46.78125,46.84375,27.499935150146484,88800
1993-12-08 00:00:00-05:00,46.84375,46.84375,46.78125,46.84375,27.499935150146484,146700
1993-12-09 00:00:00-05:00,46.84375,46.90625,46.625,46.6875,27.4082088470459,416500
1993-12-10 00:00:00-05:00,46.71875,46.71875,46.5,46.59375,27.353174209594727,412900
1993-12-13 00:00:00-05:00,46.59375,46.875,46.53125,46.875,27.51827049255371,273200
1993-12-14 00:00:00-05:00,46.90625,46.90625,46.53125,46.53125,27.31645965576172,41900
1993-12-15 00:00:00-05:00,46.59375,46.625,46.46875,46.46875,27.27977180480957,82600
1993-12-16 00:00:00-05:00,46.65625,46.65625,46.5625,46.625,27.371511459350586,78200
1993-12-17 00:00:00-05:00,46.40625,46.59375,46.375,46.5625,27.52193260192871,104700
1993-12-20 00:00:00-05:00,46.53125,46.65625,46.5,46.625,27.558881759643555,68800
1993-12-21 00:00:00-05:00,46.5625,46.5625,46.40625,46.46875,27.46651268005371,205700
1993-12-22 00:00:00-05:00,46.59375,46.8125,46.5,46.78125,27.651233673095703,410300
1993-12-23 00:00:00-05:00,46.75,46.84375,46.6875,46.75,27.632761001586914,533800
1993-12-27 00:00:00-05:00,46.75,47.0,46.75,47.0,27.780517578125,447100
1993-12-28 00:00:00-05:00,46.96875,47.125,46.9375,47.09375,27.83595085144043,880600
1993-12-29 00:00:00-05:00,47.125,47.15625,47.0,47.03125,27.799007415771484,266700
1993-12-30 00:00:00-05:00,47.0,47.0,46.75,46.84375,27.68818473815918,219900
1993-12-31 00:00:00-05:00,46.9375,47.0,46.5625,46.59375,27.540422439575195,312900
1994-01-03 00:00:00-05:00,46.59375,46.65625,46.40625,46.46875,27.46651268005371,960900
1994-01-04 00:00:00-05:00,46.53125,46.65625,46.46875,46.65625,27.57735252380371,164300
1994-01-05 00:00:00-05:00,46.71875,46.78125,46.53125,46.75,27.632761001586914,710900
1994-01-06 00:00:00-05:00,46.8125,46.84375,46.6875,46.75,27.632761001586914,201000
1994-01-07 00:00:00-05:00,46.84375,47.0625,46.71875,47.03125,27.799007415771484,775500
1994-01-10 00:00:00-05:00,47.09375,47.59375,46.96875,47.59375,28.131471633911133,593700
1994-01-11 00:00:00-05:00,47.5625,47.5625,47.34375,47.5,28.076068878173828,295200
1994-01-12 00:00:00-05:00,47.53125,47.53125,47.1875,47.34375,27.983722686767578,158400
1994-01-13 00:00:00-05:00,47.21875,47.3125,47.15625,47.21875,27.909832000732422,244300
1994-01-14 00:00:00-05:00,47.375,47.5,47.375,47.40625,28.020648956298828,137200
1994-01-17 00:00:00-05:00,47.40625,47.46875,47.3125,47.40625,28.020648956298828,17700
1994-01-18 00:00:00-05:00,47.46875,47.53125,47.375,47.46875,28.057594299316406,166400
1994-01-19 00:00:00-05:00,47.40625,47.46875,47.25,47.34375,27.983722686767578,200800
1994-01-20 00:00:00-05:00,47.40625,47.5,47.375,47.46875,28.057594299316406,281100
1994-01-21 00:00:00-05:00,47.53125,47.53125,47.34375,47.375,28.002174377441406,85600
1994-01-24 00:00:00-05:00,47.34375,47.5625,47.1875,47.1875,27.891347885131836,373800
1994-01-25 00:00:00-05:00,47.21875,47.25,47.09375,47.1875,27.891347885131836,310400
1994-01-26 00:00:00-05:00,47.1875,47.34375,47.125,47.3125,27.96523666381836,145100
1994-01-27 00:00:00-05:00,47.40625,47.8125,47.34375,47.75,28.223840713500977,344500
1994-01-28 00:00:00-05:00,47.9375,48.03125,47.875,47.875,28.297718048095703,356500
1994-01-31 00:00:00-05:00,48.0625,48.3125,48.0,48.21875,28.500896453857422,313800
1994-02-01 00:00:00-05:00,48.15625,48.15625,47.90625,47.96875,28.35312843322754,303600
1994-02-02 00:00:00-05:00,48.125,48.28125,48.09375,48.28125,28.537853240966797,307600
1994-02-03 00:00:00-05:00,48.1875,48.1875,47.90625,48.0625,28.408550262451172,466100
1994-02-04 00:00:00-05:00,48.0625,48.125,46.96875,46.96875,27.762042999267578,1403200
1994-02-07 00:00:00-05:00,46.84375,47.3125,46.84375,47.1875,27.891347885131836,516400
1994-02-08 00:00:00-05:00,47.28125,47.28125,47.03125,47.21875,27.909832000732422,188200
1994-02-09 00:00:00-05:00,47.25,47.4375,47.1875,47.40625,28.020648956298828,144600
1994-02-10 00:00:00-05:00,47.375,47.40625,47.0,47.0,27.780517578125,883900
1994-02-11 00:00:00-05:00,47.03125,47.28125,46.8125,47.15625,27.872875213623047,519400
1994-02-14 00:00:00-05:00,47.0625,47.375,47.0,47.21875,27.909832000732422,2742100
1994-02-15 00:00:00-05:00,47.3125,47.5,47.25,47.46875,28.057594299316406,374700
1994-02-16 00:00:00-05:00,47.53125,47.53125,47.34375,47.4375,28.039121627807617,287600
1994-02-17 00:00:00-05:00,47.65625,47.6875,47.03125,47.15625,27.872875213623047,342400
1994-02-18 00:00:00-05:00,47.1875,47.21875,46.75,46.875,27.70664405822754,313300
1994-02-22 00:00:00-05:00,47.0,47.34375,47.0,47.34375,27.983722686767578,154500
1994-02-23 00:00:00-05:00,47.40625,47.4375,47.0625,47.21875,27.909832000732422,391700
1994-02-24 00:00:00-05:00,47.0625,47.0625,46.5625,46.59375,27.540422439575195,770800
1994-02-25 00:00:00-05:00,46.65625,46.8125,46.5625,46.8125,27.669694900512695,531300
1994-02-28 00:00:00-05:00,46.9375,47.0625,46.8125,46.8125,27.669694900512695,333000
1994-03-01 00:00:00-05:00,46.8125,46.90625,46.375,46.625,27.558881759643555,423600
1994-03-02 00:00:00-05:00,46.03125,46.6875,45.90625,46.6875,27.595827102661133,581500
1994-03-03 00:00:00-05:00,46.625,46.625,46.4375,46.5625,27.52193260192871,223200
1994-03-04 00:00:00-05:00,46.5625,46.8125,46.40625,46.6875,27.595827102661133,595800
1994-03-07 00:00:00-05:00,46.84375,47.0,46.84375,46.9375,27.74359893798828,539800
1994-03-08 00:00:00-05:00,46.96875,46.96875,46.6875,46.75,27.632761001586914,880300
1994-03-09 00:00:00-05:00,46.8125,47.0,46.59375,46.96875,27.762042999267578,2500100
1994-03-10 00:00:00-05:00,46.9375,46.9375,46.4375,46.59375,27.540422439575195,207400
1994-03-11 00:00:00-05:00,46.65625,46.90625,46.40625,46.84375,27.68818473815918,576600
1994-03-14 00:00:00-05:00,47.03125,47.03125,46.84375,46.90625,27.72512435913086,345900
1994-03-15 00:00:00-05:00,47.0,47.09375,46.84375,46.875,27.70664405822754,748600
1994-03-16 00:00:00-05:00,46.9375,47.25,46.78125,47.25,27.92829132080078,455500
1994-03-17 00:00:00-05:00,47.09375,47.3125,47.09375,47.25,27.92829132080078,133000
1994-03-18 00:00:00-05:00,46.75,47.03125,46.71875,46.96875,27.922191619873047,365500
1994-03-21 00:00:00-05:00,46.8125,46.9375,46.71875,46.84375,27.8479061126709,324800
1994-03-22 00:00:00-05:00,46.84375,47.0625,46.75,46.96875,27.922191619873047,435700
1994-03-23 00:00:00-05:00,46.9375,47.0625,46.90625,46.9375,27.90363883972168,698500
1994-03-24 00:00:00-05:00,46.75,46.84375,46.15625,46.375,27.5692195892334,1200500
1994-03-25 00:00:00-05:00,46.40625,46.53125,45.9375,45.9375,27.309141159057617,100900
1994-03-28 00:00:00-05:00,46.0,46.0625,45.59375,46.0,27.346298217773438,1117200
1994-03-29 00:00:00-05:00,46.0,46.03125,45.09375,45.09375,26.80753517150879,338400
1994-03-30 00:00:00-05:00,45.125,45.25,44.46875,44.46875,26.43598747253418,1123900
